SpAD_Dt,ZMIC1,ATSC7p,GATS4c,CIC1,AATSC8i,MATS3p,MDEC-23,ETA_Eta_F_L,ATSC5s,VE1_Dzp,ATSC8i,MATS7p,ATS4m,AATSC2e,MATS7i,ATSC8c,TPC,SpMax8_Bhi,MATS5s,IC5,MATS3v,MATS3c,BIC5,GATS3e,minssNH,ETA_BetaP_s,MATS6c,GATS1s,GATS2s,GATS5s,C2SP2,CrippenLogP,SpMax3_Bhv,AATS8m,MATS2e,GATS5m,VR3_Dt,WTPT-2,ETA_Epsilon_5,AATS7v,BCUTp-1l,AATSC5p,MATS1m,MATS6v,MATS4i,GATS8e,ATSC7e,AATSC2s,SP-6,Class
1051.2471,72.0175,2.0216,1.1726,2.4388,-0.1053,-0.1504,30.0905,9.7979,-33.4694,0.0567,-10.5318,0.0527,12358.1994,0.0179,0.1606,-0.1693,1572,3.1162,-0.132,5.6665,-0.0921,0.0242,0.895,0.8231,0.0,0.6389,-0.1818,0.66,0.5403,1.3874,17,4.5066,3.8352,74.9995,0.2861,1.0043,22.8486,2.086,0.812,191.8524,5.6421,0.0171,0.1696,0.0103,-0.0884,0.9025,2.4674,0.3093,0.0,NonToxic
1210.4068,68.3533,-1.136,1.3082,2.7225,-0.0995,0.0578,39.5589,9.4619,-7.1298,0.0015,-17.7064,-0.0272,11823.9922,0.0058,0.0852,0.0662,3087,3.2659,-0.1601,4.625,0.0934,0.1455,0.7169,0.7989,0.0,0.6806,-0.0597,0.6604,0.7344,1.4303,10,8.0246,3.7955,42.2803,0.2034,1.1141,21.7993,2.1547,0.7667,179.5816,6.7366,-0.0203,0.1103,-0.0826,-0.0258,0.8086,-1.56,0.0379,10.2552,NonToxic
1112.2876,68.0897,3.1804,1.0381,2.4545,0.03,-0.0447,44.5792,10.555,21.5188,0.5226,5.5212,0.0591,13752.975,0.0041,0.0187,0.2304,2369,3.2415,0.0788,5.361,-0.0348,0.042,0.8198,0.8443,0.0,0.6829,0.0426,0.5423,0.6097,0.8512,16,5.7691,3.8533,57.0998,0.0613,1.0766,26.3679,2.1171,0.7899,158.4746,5.1918,-0.0264,0.0721,0.0029,-0.0682,0.9051,0.3056,0.0045,9.5316,NonToxic
1005.2966,65.7258,2.6164,1.1722,2.2867,0.5037,-0.0799,30.4957,10.1244,-6.1637,0.5297,54.9085,0.0932,10494.2227,0.0051,0.0867,-0.0671,1831,3.1039,-0.0213,5.3275,-0.0607,0.0433,0.8464,0.9422,2.8884,0.6667,-0.1031,0.4961,0.511,0.9203,15,4.6344,3.8007,70.416,0.0616,0.9621,20.9053,2.0884,0.8256,188.6533,4.0418,0.0138,0.062,0.0354,-0.1681,1.5467,0.6403,0.0975,7.7585,NonToxic
996.1411,67.7018,1.6421,1.0963,2.513,0.0708,-0.0636,43.1223,10.2044,14.2297,0.5384,13.3747,0.0309,13033.8235,0.0034,0.0052,0.1355,2170,3.2091,0.0371,5.3222,-0.0562,-0.0369,0.8158,0.9437,0.0,0.6563,0.0979,0.4987,0.5216,0.7475,15,5.4465,3.8484,53.6407,0.0508,1.0184,25.2415,2.0937,0.7821,163.4413,4.5731,-0.0221,0.0563,0.0217,0.0005,0.946,-1.0758,0.0376,8.8396,NonToxic
1202.3505,86.0127,2.7498,1.2527,2.831,0.0069,-0.091,36.9645,11.7857,-36.9195,0.1344,1.4546,0.0483,13683.1094,0.0138,0.1111,-0.3102,2183,3.2603,-0.1743,5.6317,-0.0342,-0.0875,0.8533,1.0864,0.0,0.6548,-0.037,0.734,0.582,1.5526,20,6.7739,3.7971,60.9057,0.2755,1.0284,26.9111,2.0961,0.8,178.7007,6.6335,0.022,0.1947,-0.2111,-0.0531,0.8408,-0.1189,0.2451,8.7123,NonToxic
1307.0675,85.5476,-2.0539,1.306,2.8465,-0.0453,-0.0164,41.3221,12.1064,-17.2937,0.4197,-11.246,-0.0391,12832.7468,0.0098,0.0394,-0.4566,2080,3.3462,-0.124,5.9222,0.0027,-0.1544,0.8914,1.1728,3.1632,0.6628,-0.09,0.6028,0.5761,1.6745,20,8.2185,3.7969,49.2603,0.249,1.0304,27.7487,2.101,0.772,183.9904,5.4677,0.0269,0.0771,-0.1705,-0.0681,0.9294,-0.1296,0.0671,8.9037,NonToxic
1065.8632,86.3725,-1.4002,1.1709,2.8283,-0.109,-0.0459,42.0664,11.6238,-20.2596,0.0411,-15.1494,-0.0376,12708.8104,0.0098,0.0771,-0.1423,1956,2.9831,-0.1114,5.5373,-0.018,-0.1095,0.8639,0.9627,0.0,0.641,-0.1167,0.5363,0.6083,1.4356,21,7.1539,3.8458,75.5901,0.1982,1.2687,24.8634,2.105,0.7872,229.8259,5.5164,0.0236,0.068,0.0019,-0.102,0.7194,0.2467,-0.0168,8.024,NonToxic
957.0864,60.9192,0.2749,1.3509,2.2316,-0.0888,-0.0311,30.9405,8.8967,-13.5451,0.1295,-10.3882,0.0084,11543.9715,0.0033,0.1054,-0.0764,2003,3.0652,-0.0636,5.459,-0.0442,0.0155,0.8791,1.193,0.0,0.6471,-0.1407,0.5524,0.5712,1.6158,16,6.331,3.8289,68.7348,0.041,0.8361,20.0408,2.0854,0.8221,197.5035,5.7171,-0.0084,0.0384,0.0178,-0.1778,0.8232,1.4462,0.0445,7.7343,NonToxic
1426.5735,84.0299,1.4048,1.3214,2.7418,0.032,-0.028,45.2616,11.1987,-6.5556,0.0311,5.1182,0.0384,13781.8202,0.0095,0.021,-0.0238,3257,3.1783,-0.0233,5.8736,-0.0074,-0.1124,0.9176,0.9722,0.0,0.6667,0.0762,0.4842,0.5605,1.561,21,5.7034,3.9058,73.4281,0.1455,1.0328,30.6538,2.1283,0.8103,223.2383,6.0314,-0.0056,0.0708,0.0514,-0.0168,1.4464,-1.2456,-0.0297,10.3445,NonToxic
1027.8044,73.0069,1.2791,1.1301,2.7743,0.2689,-0.0428,42.7042,10.516,22.1441,0.6325,61.3075,0.0198,13551.6335,0.0011,-0.0531,-0.2642,2335,3.2598,0.0566,5.2161,-0.0508,-0.0245,0.7939,0.9634,0.0,0.6646,0.038,0.4916,0.509,0.6057,16,6.8755,3.825,47.7183,0.0162,1.0249,25.9997,2.0883,0.8036,153.8608,4.0491,-0.0264,0.0732,-0.0509,-0.0341,1.1156,1.0413,0.054,9.2629,NonToxic
1466.7719,94.3403,2.7685,1.1702,3.0458,0.0778,-0.0614,53.6621,11.3357,-12.4836,0.3616,10.2705,0.0759,13432.9006,0.0099,0.1101,-0.2543,3228,3.144,-0.044,5.3438,-0.0464,-0.1835,0.8262,0.9364,2.961,0.6375,-0.147,0.4985,0.531,1.3947,21,7.8164,3.8296,63.8126,0.1847,0.9861,23.8936,2.1281,0.7659,197.527,5.4626,-0.0036,0.0515,-0.0051,-0.1054,1.3103,1.1591,0.0123,10.8391,NonToxic
1170.3063,69.8985,-0.0771,1.2144,2.4808,0.079,-0.0778,38.8355,11.8735,-38.1021,0.5006,17.688,-0.0015,12744.9069,0.0098,-0.0029,-0.4832,2042,3.243,-0.0987,5.7308,-0.0452,-0.0438,0.8733,0.9087,0.0,0.6628,-0.1251,0.4874,0.434,0.8624,16,5.828,3.8241,55.6592,0.118,0.9809,26.0509,2.0679,0.8445,174.7155,3.6923,0.0324,0.0706,-0.2708,-0.035,0.7244,3.7923,0.2905,8.6417,NonToxic
996.1411,67.1066,2.7733,1.0707,2.3496,0.056,-0.0474,43.1223,10.3162,20.129,0.5365,9.7451,0.0514,13443.3148,0.0024,0.0144,-0.0384,2170,3.1869,0.0529,5.2933,-0.0363,-0.0191,0.8174,0.8674,0.0,0.6625,0.0767,0.4909,0.5265,0.6281,16,6.8329,3.842,60.9752,0.0311,0.8843,25.2415,2.0937,0.7984,164.1072,4.538,-0.0229,0.0323,0.0286,-0.0341,1.0219,-0.0469,0.0275,8.8396,NonToxic
1078.7978,69.075,-0.3757,1.1558,2.6894,0.2653,-0.1197,29.7847,9.9775,3.4709,0.5719,41.9148,-0.008,13457.9122,0.0104,0.0163,-0.0586,2088,3.163,0.015,5.4842,-0.0805,-0.045,0.848,0.8255,0.0,0.6513,0.0465,0.7294,0.5734,0.8913,13,5.9821,3.8479,61.2548,0.1954,0.9895,24.7095,2.0737,0.8105,176.845,6.1318,-0.0171,0.1934,0.0372,-0.0899,1.8459,-2.0975,0.251,8.2067,NonToxic
1037.1279,70.406,3.1977,1.2352,2.7821,0.1652,-0.0919,43.0391,10.0466,18.3634,0.4352,33.2093,0.0546,13929.812,0.0047,-0.016,-0.0824,2221,3.2387,0.0696,5.3283,-0.0831,-0.0075,0.8055,1.0228,0.0,0.6463,0.0424,0.5468,0.534,0.8566,13,5.9453,3.8891,51.2855,0.1101,1.1655,25.5508,2.0875,0.7543,155.1941,5.2974,-0.0637,0.0664,0.096,0.0237,1.9666,0.2086,0.0356,9.0437,NonToxic
1314.0245,88.8411,2.0942,1.2795,2.7811,-0.1187,-0.0753,35.7706,12.7999,53.1079,0.0,-13.0592,0.0894,13292.6884,0.0122,0.0231,-0.2949,2120,3.2735,0.1869,4.789,-0.0325,0.0491,0.7492,0.7336,2.7948,0.6875,0.0724,0.5252,0.5733,1.1208,20,6.56,3.9391,93.3401,0.1502,1.0091,38.6847,2.0985,0.8111,241.0922,5.557,0.0066,0.034,0.1568,-0.1308,1.3062,-1.729,-0.0048,8.7192,NonToxic
1044.5084,89.32,1.9185,1.2723,3.118,-0.2744,-0.0453,52.6379,9.3947,-11.3333,0.0,-30.1791,0.0685,10236.577,0.0005,0.0873,-0.0217,1921,3.0888,-0.0632,4.8074,-0.0098,0.0939,0.7648,0.7236,0.0,0.6029,0.1541,0.4825,0.5395,1.475,16,6.6206,3.828,61.8417,0.0139,1.1141,51.6864,2.1274,0.7451,214.7781,5.9904,-0.0304,0.0552,0.1192,-0.1094,1.0084,-0.9898,-0.0051,8.2482,NonToxic
960.094,110.5094,-2.8711,1.3898,3.5334,-0.0932,-0.225,36.3919,12.8763,-18.3495,0.0,-10.6225,-0.132,10474.7843,0.0205,0.1968,-0.1551,1836,2.981,-0.3254,4.0374,-0.0907,0.2122,0.6291,0.8581,0.0,0.6539,0.3955,0.7491,0.7064,1.6246,18,8.3436,3.8955,86.9072,0.2937,1.034,24.1926,2.1098,0.8205,259.5882,6.596,0.0114,0.0742,0.0378,-0.0552,0.5151,2.6222,0.0673,7.5046,NonToxic
1444.941,94.9828,1.2146,1.3146,3.0384,-0.0689,-0.0164,45.9384,12.0832,4.3753,0.0053,-9.6413,0.0344,12720.0771,0.0094,0.0373,-0.0236,1914,3.0268,0.0217,5.1201,-0.0005,-0.1648,0.7968,1.2942,2.941,0.65,-0.0158,0.5855,0.6035,1.5827,23,8.7458,3.7252,64.3707,0.1342,1.0434,60.8076,2.1106,0.7825,197.9217,5.8109,-0.0046,0.0466,-0.072,-0.0807,0.692,-0.5069,0.0208,8.8056,NonToxic
1092.207,110.7033,-4.4885,1.3057,3.6387,-0.2221,-0.0515,46.1793,13.7387,-6.3169,0.0082,-37.7614,-0.128,11845.1035,0.0032,0.0354,-0.1642,1935,3.1207,-0.1148,4.8415,0.0043,0.201,0.7369,0.7984,0.0,0.631,0.0813,0.7379,0.8788,1.4519,27,9.3648,3.8354,61.5031,0.1072,0.942,63.8479,2.1092,0.7667,230.4726,6.7208,0.0304,0.0666,-0.1157,-0.1345,0.7038,0.099,-0.0254,8.1749,NonToxic
1587.3842,85.06,-2.8079,1.1151,2.5886,0.0514,-0.0137,52.9091,12.9849,-15.9699,0.4438,9.3564,-0.0729,14254.8355,0.0063,-0.001,-0.0452,3353,3.2755,-0.0545,5.8511,0.0153,0.0195,0.8948,0.8574,0.0,0.6628,-0.0102,0.4921,0.4661,0.8499,23,8.0756,3.8481,66.3071,0.0871,1.0054,25.0644,2.1155,0.8178,220.0184,3.72,0.0039,0.0743,0.0161,-0.0428,0.7469,1.6993,0.1886,11.2304,NonToxic
1051.5407,72.0175,0.2407,1.1274,2.4388,-0.1111,-0.111,30.0905,9.7983,-28.8208,0.1163,-11.8861,0.0063,12461.0743,0.0179,0.1234,-0.1683,1573,3.1,-0.1152,5.6665,-0.0743,0.0009,0.895,0.8271,0.0,0.6389,-0.1893,0.66,0.538,1.3919,17,4.5066,3.8353,70.574,0.2861,1.0654,22.86,2.0861,0.812,198.8993,5.6421,0.0102,0.1696,0.0269,-0.0988,0.8504,2.2648,0.3134,0.0,NonToxic
1190.3265,93.8262,-2.0068,1.1686,3.0827,0.0124,-0.0723,46.1239,12.5302,-13.1528,0.1713,2.9333,-0.0352,13119.7383,0.005,0.0201,-0.2713,2086,3.338,-0.0935,5.4552,-0.0599,-0.1418,0.8167,1.1724,0.0,0.6477,-0.1262,0.5931,0.6739,1.8799,20,6.5453,3.8229,48.3936,0.1402,1.0017,26.765,2.0954,0.772,174.0194,5.9615,0.0204,0.0787,-0.1904,-0.0402,0.9569,0.0926,0.0004,8.445,NonToxic
1297.6157,75.2317,-0.4293,0.9421,2.5971,0.0022,-0.087,44.0116,10.9108,-14.9366,0.3618,0.4699,-0.0085,14040.5739,0.0082,0.0216,0.0941,2354,3.261,-0.0376,5.8087,-0.099,-0.1181,0.8821,0.9287,0.0,0.6421,0.0182,0.4927,0.5372,1.0604,16,5.2395,3.8265,59.8888,0.1032,0.9314,29.02,2.0813,0.8321,181.5068,4.2719,0.0057,0.0675,-0.1072,0.0234,0.7003,0.7058,0.0457,9.4758,NonToxic
921.8031,88.8733,-0.7899,1.1999,3.2006,-0.1177,-0.0905,40.3758,10.908,-7.9796,0.0399,-14.4732,-0.0258,9263.1614,0.0064,0.0227,0.2005,1463,3.0569,-0.0749,5.3063,-0.0854,-0.1012,0.837,1.1408,3.0966,0.6214,0.0852,0.6278,0.6252,2.0134,23,7.9427,3.8468,51.7753,0.1905,1.034,21.599,2.1026,0.7315,194.9279,5.8212,0.0149,0.044,-0.0379,-0.1162,0.3215,-0.4266,0.003,6.6646,NonToxic
1176.3045,90.8599,-2.8869,1.0534,2.7207,-0.0594,-0.165,41.9214,12.1379,-11.8549,0.0,-9.9823,-0.074,15128.1463,0.0215,-0.056,0.0237,2969,3.1139,-0.022,5.4539,-0.0975,-0.1003,0.8401,0.8389,0.0,0.6337,0.0465,0.5734,0.486,1.2331,14,4.8562,3.8379,79.4033,0.2196,0.7544,28.1692,2.0486,0.8311,238.2125,4.162,0.0661,0.0242,0.057,-0.1973,1.5104,-0.3717,0.2654,9.7363,NonToxic
976.9355,66.8691,-0.9201,1.2812,2.397,-0.0753,-0.0501,28.7875,9.276,16.5966,0.2518,-10.3916,-0.0264,11351.2969,0.0191,-0.0147,-0.081,1608,3.0841,0.0439,5.5507,-0.0419,-0.0416,0.8743,0.9441,2.7934,0.6824,0.0521,0.5065,0.4839,1.2445,13,3.8359,3.6814,55.4591,0.2499,1.0512,23.2101,2.0773,0.8094,167.9247,5.1222,0.0031,0.0549,-0.0207,-0.0841,1.4104,-2.2679,0.132,7.0947,NonToxic
867.7681,64.0009,2.031,0.9455,1.9277,0.1335,-0.0691,28.782,10.4287,-35.6089,0.261,15.8916,0.0557,11560.6553,0.0245,-0.0041,0.4623,1656,3.0239,-0.1094,5.574,-0.0974,-0.2349,0.8921,1.1485,2.603,0.6554,0.2054,0.6618,0.5228,0.9581,18,3.97,3.7841,100.2424,0.235,0.6924,21.5416,2.0534,0.8392,209.697,4.1111,0.0057,0.1104,0.0172,-0.0579,0.8656,-2.2571,0.4286,7.036,NonToxic
1224.3993,83.2541,-1.8506,1.2236,2.7621,-0.0326,-0.0178,42.5724,12.0354,-22.5755,0.277,-7.0309,-0.0365,12679.9566,0.0046,0.0232,-0.343,2187,3.2446,-0.0962,5.6602,-0.0067,-0.0959,0.8615,1.0586,0.0,0.6607,-0.0995,0.5239,0.5517,1.0398,19,6.9169,3.799,52.1544,0.0761,1.0562,26.6848,2.0988,0.8019,175.2969,4.0742,0.0101,0.0715,-0.245,-0.0509,0.6969,0.7403,0.0538,8.8026,NonToxic
1712.2192,84.7679,3.0072,1.2291,2.8434,-0.0148,0.1028,49.1622,12.1594,-4.5985,0.4662,-2.9816,0.0638,14189.6603,0.0077,0.0763,-0.1321,3447,3.3597,-0.0334,5.8678,0.1411,-0.1981,0.8822,1.1518,0.0,0.6744,-0.0125,0.603,0.6015,1.3749,22,8.9775,3.8,68.1651,0.2065,1.0244,26.2887,2.1205,0.7736,208.9407,6.012,-0.0155,0.0814,0.0343,0.038,1.4684,-1.134,0.0342,11.1573,NonToxic
1013.3811,69.0428,-7.3471,0.8525,2.7511,0.1392,-0.0304,32.8945,9.5024,-5.0162,0.2031,27.1437,-0.1431,10938.2733,0.0015,-0.1587,-0.058,1734,3.0782,-0.0996,5.4343,-0.0515,-0.045,0.8479,1.2055,0.0,0.6528,-0.1714,0.886,0.765,1.2436,14,6.0348,3.7427,35.9953,0.0455,0.8055,23.3828,2.0897,0.7746,149.7636,6.1379,0.0163,0.0573,-0.24,-0.2147,0.8576,1.3939,0.0408,7.7391,NonToxic
1205.9262,90.6019,-1.6441,1.1417,2.8281,-0.2486,-0.163,39.8284,12.0575,-67.535,0.0482,-26.3567,-0.0692,12062.7892,0.0268,-0.0577,-0.2409,2153,3.0489,-0.2607,5.2364,-0.0251,-0.113,0.8331,0.8928,0.0,0.6731,-0.1525,0.5435,0.5284,1.5636,18,5.2755,3.8292,87.1723,0.2618,1.2154,24.1184,2.1041,0.8487,236.6468,4.8742,0.0259,0.044,-0.1715,0.0485,0.7479,3.2142,0.1421,8.6889,NonToxic
755.5437,63.9226,-2.6116,1.0486,2.2074,-0.1189,-0.1188,26.0063,9.1096,-36.877,0.4679,-12.0125,-0.101,9287.6157,0.0403,-0.1712,-0.1384,1296,3.0648,-0.0991,5.1475,-0.0387,0.0788,0.8441,0.6609,0.0,0.6742,0.1576,0.5417,0.3786,0.8156,12,5.0738,3.7408,69.4466,0.2897,1.0475,19.8484,2.0684,0.8963,181.825,3.4812,-0.0002,0.0505,-0.0434,0.063,1.7827,1.0401,1.1391,6.0509,NonToxic
1282.625,85.8371,1.1682,0.8323,2.7007,-0.2985,-0.0453,40.3072,12.3511,-55.4783,0.0287,-56.4115,0.0289,13842.2349,0.0178,0.1583,0.3621,2472,3.2325,-0.2713,5.613,-0.0367,-0.4729,0.8584,1.1712,3.3745,0.6667,0.4556,0.5864,0.4828,1.7683,22,8.9208,3.8337,70.6692,0.349,1.169,28.4355,2.0944,0.7822,222.0802,5.6621,0.0083,0.0596,0.0917,-0.1364,1.2348,-3.4377,0.1461,9.9194,Toxic
1303.3945,87.2865,-3.4351,1.1505,2.8497,-0.0278,-0.0941,41.2676,11.818,22.54,0.0428,-4.8958,-0.0765,12511.6496,0.0075,-0.094,-0.1295,1757,3.2151,0.0831,5.639,-0.083,0.1121,0.8623,0.8887,2.9523,0.625,0.0117,0.5391,0.5638,0.8782,17,4.5657,3.7825,55.0119,0.1286,0.9591,27.8307,2.0697,0.7907,174.7594,5.141,0.0194,0.0562,-0.193,-0.1468,1.2983,-1.3206,0.046,8.5295,Toxic
1210.4047,85.878,-0.6127,0.9024,2.838,-0.0008,-0.0265,42.4377,10.6863,-2.0556,0.0724,-0.0804,-0.024,10160.1201,0.0025,-0.0143,0.1072,1805,3.1638,-0.0183,5.6856,-0.0334,0.0989,0.8931,0.6341,2.6663,0.6181,-0.0321,0.5553,0.6057,0.8245,17,6.2366,3.755,68.1623,0.0685,1.0663,22.9552,2.1245,0.7412,191.6162,5.1076,-0.034,0.0539,0.022,-0.1196,2.3529,-0.6816,0.0073,8.2907,Toxic
1864.1829,88.2484,0.2323,1.3944,2.5313,0.2074,-0.0903,34.563,10.9225,3.2016,0.0,16.174,0.0116,15736.106,-0.0027,-0.0152,-0.0478,3152,3.1143,0.0119,5.0888,0.03,0.047,0.8302,0.8417,0.0,0.6528,0.0174,0.4993,0.5956,1.446,20,5.9595,3.7948,126.475,-0.0268,0.9442,25.1671,2.1089,0.8455,287.055,5.814,0.0378,0.0034,-0.0103,-0.0921,1.249,0.1935,-0.1023,10.1953,Toxic
1633.9653,75.5408,-6.6265,0.9216,2.3475,-0.0119,-0.1076,40.833,13.1909,-51.4645,0.0174,-2.117,-0.1723,14735.1797,0.005,-0.149,0.3559,2254,3.2924,-0.1938,5.0791,-0.0392,-0.1371,0.7696,0.9802,3.2585,0.6705,0.2499,0.7586,0.6193,1.4919,18,7.1162,3.8043,54.8666,0.0918,1.1795,66.8884,2.085,0.7653,194.364,4.9542,0.0312,0.0236,-0.0733,-0.0262,0.6832,-1.5907,-0.0358,10.2605,Toxic
943.8735,74.5303,-2.164,1.1078,2.6819,0.0889,-0.1369,35.4194,10.2976,0.7994,0.0481,9.7808,-0.0785,9042.1283,0.0041,-0.0561,-0.0465,1614,3.0759,0.0188,5.4204,-0.1167,-0.0358,0.8611,1.1022,3.1837,0.6397,-0.095,0.883,0.7834,1.1248,20,6.1454,3.7692,56.4329,0.1552,0.9511,20.8124,2.1042,0.7457,195.5684,5.987,0.0213,0.0689,-0.0576,-0.1188,1.2965,0.2924,0.0264,7.1637,Toxic
1340.0454,79.7186,-0.5756,1.0796,2.4452,0.062,-0.1611,34.9148,11.7656,-7.7761,0.0,6.3215,-0.0269,12780.6478,-0.0021,0.1728,0.0144,2061,3.1052,-0.0285,5.1993,-0.084,-0.0618,0.8272,0.7692,0.0,0.6447,-0.0568,0.4853,0.6017,1.2817,20,3.3805,3.8215,75.2954,-0.0244,1.1809,57.7672,2.1044,0.8439,226.0339,5.4351,-0.003,0.0583,0.0545,-0.1305,0.9951,-1.5968,-0.0846,8.6348,Toxic
1077.3711,92.0145,-0.3422,1.0299,2.7451,0.0128,-0.1583,44.1374,12.5016,-99.6244,0.0,1.3419,-0.0133,12514.7841,0.0142,-0.0598,0.0972,2045,3.1689,-0.2866,5.2939,-0.0702,-0.129,0.8327,0.9299,0.0,0.6313,-0.0836,0.5497,0.5848,1.6025,17,5.1677,3.8067,78.3416,0.1677,1.1726,59.6569,2.0678,0.8158,230.9734,4.8874,0.0201,0.0334,-0.0785,-0.0566,1.2154,1.3162,-0.0308,8.3672,Toxic
2554.8354,100.2605,2.8533,1.1075,3.1289,-0.2752,0.0127,56.1006,12.2866,-25.4688,0.0033,-33.5786,0.0967,16088.3922,0.01,0.2562,-0.2414,5269,3.3104,-0.1275,4.8074,0.0789,-0.0876,0.7491,0.9018,0.0,0.6875,-0.2168,0.5086,0.5392,1.382,20,0.0,3.9746,70.5538,0.2002,1.1244,32.902,2.1831,0.7783,233.9126,6.1299,-0.0086,0.0608,-0.0847,-0.0668,0.6813,2.1931,-0.0105,14.2625,Toxic
1224.6905,83.2712,-0.1,0.9686,2.5593,0.036,-0.0277,40.9457,11.4613,7.0531,0.1786,5.0066,-0.0027,13980.4011,0.0076,-0.0232,-0.1251,2076,3.1251,0.0531,5.8148,-0.0364,-0.0848,0.9109,0.7709,0.0,0.6474,0.124,0.6748,0.6059,0.8894,18,6.6451,3.8486,78.2942,0.1573,0.9497,23.7619,2.1063,0.783,239.6573,5.6847,-0.0217,0.0372,0.1521,-0.071,1.442,-0.1407,0.0055,8.5369,Toxic
1297.6157,76.431,-2.6189,0.9137,2.3804,0.0193,-0.0246,44.0116,11.3385,-24.5326,0.3131,3.7799,-0.0555,14079.1207,0.005,-0.0438,0.1573,2354,3.227,-0.0423,5.8766,-0.0411,-0.0833,0.9052,0.9312,0.0,0.6534,0.0161,0.488,0.5349,0.7912,18,5.1228,3.8099,68.5017,0.04,0.9355,29.02,2.0813,0.8828,184.845,4.058,-0.008,0.0515,-0.0895,0.0414,0.7763,0.6964,0.0756,9.4758,Toxic
1789.8768,77.52,5.4937,0.9914,2.4582,-0.0386,-0.0221,48.4779,12.783,6.7723,0.5687,-5.91,0.1476,13836.7005,0.0052,0.09,-0.0854,3476,3.2478,0.0487,5.8757,0.0247,-0.0991,0.8933,0.9197,0.0,0.7093,-0.0887,0.6226,0.6929,0.8632,22,7.6641,3.8379,84.5495,0.0828,0.9766,27.4993,2.1412,0.8093,215.9874,5.6566,-0.0242,0.0826,-0.0071,0.0734,1.0947,0.1524,0.0047,11.548,Toxic
1230.8392,85.8917,-7.4791,1.446,2.9152,0.1521,-0.3232,37.5298,10.0149,-11.6257,0.0013,20.3833,-0.2401,10369.2993,-0.0034,-0.2625,-0.2931,2199,2.9973,-0.1662,4.5537,-0.2369,0.0747,0.7143,1.0344,0.0,0.6757,0.1424,0.8904,1.2032,0.9884,18,6.5806,3.6887,54.2259,-0.0384,1.1006,56.2471,2.1473,0.8243,186.7877,6.8793,-0.0649,0.0885,0.0299,0.3645,1.6262,-0.1348,-0.0533,9.2691,Toxic
1431.2722,120.6415,-0.6243,1.0378,3.5892,0.0011,-0.1283,54.8677,13.5354,-73.775,0.0,0.1444,-0.0205,13602.3607,0.0127,-0.0348,0.2075,2587,3.2286,-0.2087,5.3438,-0.0516,-0.1262,0.8172,0.8582,0.0,0.6421,-0.0798,0.4987,0.5564,1.543,23,7.8478,3.9408,79.9225,0.1649,1.1143,65.6228,2.1059,0.8053,238.8735,5.5802,0.0179,0.0426,0.0324,-0.0947,1.4926,1.0316,-0.016,10.0322,Toxic
1831.9297,77.559,4.8601,1.0025,2.4841,-0.0126,0.0318,47.9243,12.8395,-1.8701,0.5522,-2.2717,0.1132,14562.3164,0.0071,0.1048,-0.0603,3638,3.2873,-0.0125,5.8791,0.058,-0.1409,0.8878,1.0155,0.0,0.7046,-0.0627,0.639,0.6647,1.1706,22,8.4348,3.8392,77.9062,0.1171,0.9797,28.305,2.1342,0.8068,210.3469,5.6666,-0.0033,0.084,-0.0768,0.0074,1.1085,0.0146,0.0319,11.9582,Toxic
1141.9579,84.7306,2.8025,1.2928,2.8686,-0.0477,-0.0883,46.8619,10.0348,1.3474,0.0,-5.5307,0.1021,10198.9334,0.008,0.0907,-0.0495,1788,3.2496,0.0074,4.8736,-0.0616,0.035,0.7666,0.8552,3.0722,0.625,0.1714,0.5166,0.4882,1.2742,16,7.8634,3.8391,65.1481,0.1852,1.0586,54.7268,2.1203,0.7404,216.3802,5.5216,-0.0336,0.0461,0.1763,-0.1411,1.6181,-0.206,0.0777,8.1514,Toxic
1579.3356,82.8103,-0.704,1.3199,2.8815,-0.0775,-0.0298,52.8794,10.7468,21.9111,0.6838,-18.3682,-0.0118,14044.017,0.0024,0.0178,0.0143,3079,3.2331,0.0874,5.8532,-0.0416,0.1049,0.8839,0.9878,0.0,0.6607,0.011,0.51,0.5634,1.3295,18,5.1305,3.7982,49.914,0.0574,0.9446,33.0053,2.1248,0.7636,180.3203,5.8474,0.0008,0.0772,0.0271,-0.0396,1.3795,-0.4333,-0.0034,10.2822,Toxic
1376.9479,94.9663,2.459,1.1056,2.9367,-0.1823,-0.1398,48.9986,12.2126,-49.9184,0.0041,-33.7305,0.0557,15666.6036,0.0145,0.1298,-0.1133,3555,3.1542,-0.1479,5.3192,-0.0782,-0.2254,0.8164,0.9248,3.3455,0.6429,-0.1974,0.519,0.5198,1.5852,19,7.3958,3.8049,70.4499,0.2174,0.9898,29.2178,2.0882,0.7899,224.2807,5.9557,0.0193,0.0466,-0.0081,-0.0112,0.7857,1.9179,0.0737,10.9413,Toxic
1221.1756,86.3459,-0.0006,0.9631,2.8781,0.3042,-0.0161,40.1328,10.643,-17.1384,0.1388,25.5505,0.0,11826.4857,0.0165,-0.0339,0.1693,2078,2.9717,-0.1013,5.1239,0.0024,-0.1144,0.8265,0.8795,0.0,0.6429,0.0188,0.5593,0.5042,1.2387,17,6.9254,3.8,98.7242,0.2158,1.007,50.7811,2.1258,0.8067,264.1323,5.2263,-0.0184,0.0523,0.1972,-0.0117,1.3656,-1.2418,0.1529,8.6012,Toxic
